epoch,accuracy,loss,val_accuracy,val_loss
0,0.4894736707210541,2.0233917236328125,0.5,1.2824598550796509
1,0.8105263113975525,0.556306004524231,0.5166666507720947,1.7019280195236206
2,0.9350877404212952,0.18150824308395386,0.4833333194255829,1.9315286874771118
3,0.9754385948181152,0.07411640882492065,0.4833333194255829,1.992011547088623
4,0.9894737005233765,0.03112858161330223,0.5666666626930237,1.8987289667129517
5,0.9929824471473694,0.020305512472987175,0.4833333194255829,2.143129587173462
6,1.0,0.009742015041410923,0.4833333194255829,2.1544764041900635
7,0.9964912533760071,0.009946356527507305,0.4833333194255829,2.202954053878784
8,0.9964912533760071,0.008204439654946327,0.5,2.1674416065216064
